nodes	xpaths
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[22]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[22]/article/section/div/div[2]/div/a/p/span[4]
(947) 252-6867	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[22]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[22]/article/section/div/div[2]/div/div[2]/div/button
Clark Street Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/header/div[1]/a/div[1]/span
2555 N Clark St, Chicago, IL 60614	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
45	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$1,812 - 2,914	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 1 Bed	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/div[1]/a/p[2]
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/a/p/span[2]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/a/p/span[3]
Parking	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/a/p/span[4]
(833) 218-5816	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[23]/article/section/div/div[2]/div/div[2]/div/button
NEMA Chicago	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/header/div[1]/a/div[1]/span
1210 S Indiana Ave, Chicago, IL 60605	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
63	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
$1,920 - 19,900	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 4 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/div[1]/a/p[2]
Specials	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/a/p/span[4]
(872) 268-6517	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[24]/article/section/div/div[2]/div/div[2]/div/button
North Water Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/header/div[1]/a/div[1]/span
340 E North Water St, Chicago, IL 60611	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/header/div[1]/a/div[2]
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[1]/div[2]/div/div/div[1]/span[1]
56	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[1]/div[2]/div/div/div[1]/span[2]
3D Tours	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[1]/div[2]/div/div/div[4]/button[2]/span
Videos	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[1]/a
Virtual Tour	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[1]/div[2]/div/div/div[5]/ul/li[2]/a
$2,175 - 7,956	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/div[1]/a/p[1]
Studio - 3 Beds	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/div[1]/a/p[2]
1 Month Free	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/div[1]/a/p[3]/span
Dog Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/a/p/span[1]
Cat Friendly	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/a/p/span[2]
In Unit Washer & Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/a/p/span[3]
Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/a/p/span[4]
(844) 402-4750	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/div[2]/a/span
Email	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[25]/article/section/div/div[2]/div/div[2]/div/button
Page 1 of 28	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/p/span
1	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[1]/a
2	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[2]/a
3	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[3]/a
4	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[4]/a
5	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[5]/a
Next	/html/body/div[1]/main/section/div[1]/section[2]/div[2]/ul/li[26]/nav/ol/li[6]/a/span
	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[1]/div/div/h4
Studio Apartments in Chicago	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[1]/div/ul/li[1]/a
1 Bedroom Rentals in Chicago	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[1]/div/ul/li[2]/a
2 Bedroom Rentals in Chicago	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[1]/div/ul/li[3]/a
3 Bedroom Rentals in Chicago	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[1]/div/ul/li[4]/a
	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/div/h4
Chicago Pet Friendly Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/ul/li[1]/a
Chicago Utilities-Included Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/ul/li[2]/a
Chicago Furnished Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/ul/li[3]/a
Chicago Apartments with Washer/Dryer	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/ul/li[4]/a
Chicago Wheelchair Accessible Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[2]/div/ul/li[5]/a
	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/div/h4
Chicago Apartments Under $500	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[1]/a
Chicago Apartments Under $600	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[2]/a
Chicago Apartments Under $700	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[3]/a
Chicago Apartments Under $800	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[4]/a
Chicago Apartments Under $900	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[5]/a
Chicago Apartments Under $1000	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[6]/a
Chicago Apartments Under $1100	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[7]/a
Chicago Apartments Under $1300	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[8]/a
Chicago Apartments Under $1500	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[3]/div/ul/li[9]/a
	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[4]/div/div/h4
Chicago Condos for Rent	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[4]/div/ul/li[1]/a
Chicago Houses for Rent	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[4]/div/ul/li[2]/a
Chicago Townhomes for Rent	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[4]/div/ul/li[3]/a
Chicago Lofts for Rent	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[4]/div/ul/li[4]/a
	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/div/h4
Chicago Low Income Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[1]/a
Chicago Luxury Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[2]/a
Chicago Cheap Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[3]/a
Chicago Senior Housing	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[4]/a
Chicago Student Housing	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[5]/a
Chicago Corporate Apartments	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[6]/a
Chicago Short-Term Housing	/html/body/div[1]/main/section/div[1]/section[2]/div[3]/div/div/div[2]/div/div[5]/div/ul/li[7]/a
Home	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div[1]/div/span[1]/a
Illinois	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div[1]/div/span[2]/a
Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div[1]/div/span[3]/a
Chicago Apartments for Rent	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div[1]/div/span[4]
Apartments for Rent in Chicago, IL	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div[2]/h2
Lincoln Park Zoo	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/p[2]/a[1]
Grant Park	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/p[2]/a[2]
Millennium Park	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/p[2]/a[3]
Navy Pier	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/p[2]/a[4]
Magnificent Mile	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/p[2]/a[5]
Frequently Asked Questions	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[1]/div/h2
	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[2]/div/div/h3
What is the average rent in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[3]/h3
	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[12]/div/div/h3
How transit friendly is Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[13]/h3
	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[14]/div/div/h3
What are the top Elementary schools in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/h3
Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[1]
Disney Elementary Magnet School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[2]
Healy Elementary School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[3]
What are the top high schools in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/h3
Jones College Prep High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[1]
Payton College Preparatory High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[2]
Northside College Preparatory High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[3]
What colleges and universities are in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/h3
Rush University	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[1]
City Colleges of Chicago-Malcolm X College	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[2]
University of Illinois at Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[3]
Search Nearby Apartments	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[1]/h4
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/div/h3
Cicero	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[1]/a
Stickney	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[2]/a
Berwyn	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[3]/a
Forest View	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[4]/a
Chicago Lawn	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[5]/a
Riverside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[6]/a
Hometown	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[7]/a
North Riverside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[8]/a
Oak Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[9]/a
Lyons	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[10]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/div/h3
Little Village	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[1]/a
Hawthorne	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[2]/a
Archer Heights	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[3]/a
Parkholmes	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[4]/a
Morton Park Land Association	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[5]/a
Scoville	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[6]/a
K-Town	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[7]/a
Archer Highlands	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[8]/a
Rosedale	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[9]/a
Merigolds	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[10]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/div/h3
60623	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[1]/a
60804	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[2]/a
60632	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[3]/a
60624	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[4]/a
60402	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[5]/a
60644	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[6]/a
60608	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[7]/a
60651	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[8]/a
60629	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[9]/a
60638	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[10]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/div/h3
Cicero  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[1]/a
Stickney  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[2]/a
Berwyn  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[3]/a
Forest View  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[4]/a
Chicago Lawn  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[5]/a
Riverside  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[6]/a
Oak Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[7]/a
Forest Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[8]/a
Brookfield  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[9]/a
Burbank  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[10]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/div/h3
60623  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[1]/a
60804  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[2]/a
60632  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[3]/a
60624  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[4]/a
60402  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[5]/a
60608  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[6]/a
60651  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[7]/a
60629  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[8]/a
60638  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[9]/a
60612  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[6]/ul/li[10]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/div/h3
Little Village  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[1]/a
Archer Heights  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[2]/a
Scoville  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[3]/a
Brighton Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[4]/a
Lawndale  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[5]/a
Marshall Square  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[6]/a
Homan Square  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[7]/a
McKinley Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[8]/a
West Garfield Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[9]/a
East Garfield Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[7]/ul/li[10]/a
About Us	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[1]
Advertise	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[2]
Terms of Service	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[3]
Privacy Statement	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[4]
Equal Housing	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[5]
Avoid Scams	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[6]
Accessibility	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[7]
Blog	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[8]
Sitemap	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[9]
	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[2]/a
Equal Housing Opportunity	/html/body/div[1]/main/section/div[1]/section[2]/footer/p/a/span
No Saved Searches	/html/body/div[1]/main/section/div[1]/section[3]/div/div[1]/h2
You must save a search in order to receive alerts.	/html/body/div[1]/main/section/div[1]/section[3]/div/div[1]/p[1]
Matching Saved Search Criteria	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[2]/article/div/div[4]/span[2]
Save Your Current Search	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[4]/button[1]/span
Return To Search	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[4]/button[2]
Manage Searches	/html/body/div[1]/main/section/div[1]/section[3]/div/section/button[1]
Save Search	/html/body/div[1]/main/section/div[1]/section[3]/div/section/button[2]
Contact Property	/html/body/div[1]/main/section/div[2]/div[1]/div/header/span
First Name*	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[1]/label
Last Name*	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[2]/label
Email Address*	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[3]/label
Move-In Date*	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[4]/div/label
Phone	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[5]/label
I would like to...	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/p
Schedule a Tour	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[1]/label/span
Request Application	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[2]/label/span
Confirm Availability	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[3]/label/span
Custom Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[4]/label/span
Custom Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/div/label
Send Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/a/span
Email me listings and apartment related info.	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[8]/fieldset/label/span
Submitting Request	/html/body/div[1]/main/section/div[2]/div[2]/div/p
Thank You	/html/body/div[1]/main/section/div[2]/div[3]/div/p[1]
Thank you! Your email has been sent.	/html/body/div[1]/main/section/div[2]/div[3]/div/p[2]
Ready to Apply?	/html/body/div[1]/main/section/div[3]/div/div/p[1]
Sign Up to Apply	/html/body/div[1]/main/section/div[3]/div/div/div/button
sign in	/html/body/div[1]/main/section/div[3]/div/div/div/p/button
window.cohortVariant = -1;	/html/body/script[1]
